motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-halfsquat-bar,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
99,0.25,0.703125,0.796875,-1.953125,0,0,0,0,0
100,0.25,0.71875,0.8125,0,0,0,0,0,0
101,0.265625,0.71875,0.828125,0,0,0,0,0,0
102,0.28125,0.765625,0.828125,0,0,0,0,0,0
103,0.265625,0.734375,0.84375,0,0,0,0,0,0
104,0.28125,0.78125,0.859375,1.953125,0,0,0,0,0
105,0.28125,0.75,0.859375,1.953125,0,1.953125,0,0,0
106,0.265625,0.75,0.8125,3.90625,0,1.953125,0,0,0
107,0.28125,0.734375,0.765625,3.90625,1.953125,0,0,0,0
108,0.28125,0.71875,0.75,3.90625,0,1.953125,0,0,0
109,0.265625,0.71875,0.71875,3.90625,0,1.953125,0,0,0
110,0.265625,0.71875,0.6875,3.90625,0,1.953125,0,0,0
111,0.25,0.6875,0.6875,7.8125,0,1.953125,0,0,0
112,0.265625,0.734375,0.6875,7.8125,0,3.90625,0,0,0
113,0.265625,0.6875,0.6875,7.8125,0,3.90625,0,0,0
114,0.28125,0.6875,0.609375,9.765625,0,3.90625,0,0,0
115,0.28125,0.734375,0.546875,7.8125,0,3.90625,0,0,0
116,0.25,0.59375,0.4375,7.8125,0,1.953125,0,0,0
117,0.25,0.59375,0.4375,7.8125,0,1.953125,0,0,0
118,0.265625,0.59375,0.453125,3.90625,1.953125,1.953125,0,0,0
119,0.296875,0.703125,0.53125,0,3.90625,1.953125,0,0,0
120,0.3125,0.78125,0.5,0,-1.953125,0,0,0,0
121,0.328125,0.8125,0.53125,0,0,0,0,0,0
122,0.3125,0.6875,0.484375,-1.953125,-1.953125,-1.953125,0,0,0
123,0.3125,0.703125,0.4375,-1.953125,-7.8125,-1.953125,0,0,0
124,0.296875,0.703125,0.453125,-3.90625,-5.859375,-5.859375,0,0,0
125,0.3125,0.65625,0.40625,-1.953125,-7.8125,-3.90625,0,0,0
126,0.28125,0.71875,0.5625,-7.8125,1.953125,-1.953125,0,0,0
127,0.328125,0.765625,0.578125,-7.8125,1.953125,-1.953125,0,0,0
128,0.3125,0.71875,0.6875,-9.765625,3.90625,-3.90625,0,0,0
129,0.28125,0.71875,0.734375,-9.765625,0,-3.90625,0,0,0
130,0.265625,0.65625,0.75,-7.8125,3.90625,-1.953125,0,0,0
131,0.265625,0.65625,0.734375,-5.859375,0,-1.953125,0,0,0
132,0.25,0.6875,0.71875,-3.90625,0,0,0,0,0
133,0.25,0.703125,0.78125,-1.953125,-1.953125,0,0,0,0
134,0.25,0.71875,0.78125,-1.953125,0,0,0,0,0
135,0.265625,0.671875,0.796875,0,0,0,0,0,0
136,0.28125,0.640625,0.84375,-1.953125,0,0,0,0,0
137,0.25,0.71875,0.765625,-3.90625,0,0,0,0,0
138,0.265625,0.65625,0.8125,-1.953125,0,0,0,0,0
139,0.265625,0.640625,0.84375,-1.953125,1.953125,0,0,0,0
140,0.265625,0.640625,0.78125,-1.953125,0,0,0,0,0
141,0.265625,0.625,0.828125,0,0,0,0,0,0
142,0.265625,0.671875,0.796875,0,0,0,0,0,0
143,0.265625,0.671875,0.859375,1.953125,0,0,0,0,0
144,0.265625,0.75,0.828125,0,0,0,0,0,0
145,0.3125,0.78125,0.890625,0,0,0,0,0,0
146,0.3125,0.734375,0.921875,0,0,0,0,0,0
147,0.28125,0.734375,0.84375,3.90625,0,0,0,0,0
148,0.28125,0.703125,0.796875,5.859375,0,1.953125,0,0,0
149,0.296875,0.703125,0.75,1.953125,1.953125,0,0,0,0
150,0.265625,0.671875,0.71875,1.953125,1.953125,0,0,0,0
151,0.25,0.640625,0.6875,3.90625,0,0,0,0,0
152,0.25,0.625,0.734375,9.765625,0,1.953125,0,0,0
153,0.265625,0.6875,0.703125,7.8125,0,1.953125,0,0,0
154,0.28125,0.6875,0.625,7.8125,0,3.90625,0,0,0
155,0.265625,0.6875,0.609375,7.8125,0,1.953125,0,0,0
156,0.296875,0.65625,0.59375,7.8125,0,1.953125,0,0,0
157,0.265625,0.671875,0.546875,9.765625,0,1.953125,0,0,0
158,0.265625,0.5625,0.5625,7.8125,0,1.953125,0,0,0
159,0.265625,0.625,0.46875,9.765625,0,1.953125,0,0,0
160,0.28125,0.65625,0.515625,5.859375,0,1.953125,0,0,0
161,0.296875,0.734375,0.5,3.90625,0,0,0,0,0
162,0.3125,0.75,0.515625,5.859375,-1.953125,1.953125,0,0,0
163,0.296875,0.78125,0.578125,3.90625,-1.953125,0,0,0,0
164,0.3125,0.828125,0.53125,1.953125,0,1.953125,0,0,0
165,0.3125,0.796875,0.5625,0,0,0,0,0,0
166,0.296875,0.796875,0.546875,0,0,0,0,0,0
167,0.328125,0.78125,0.515625,-1.953125,0,0,0,0,0
168,0.296875,0.78125,0.453125,-1.953125,-3.90625,0,0,0,0
169,0.3125,0.671875,0.484375,0,-3.90625,1.953125,0,0,0
170,0.3125,0.671875,0.484375,0,-3.90625,1.953125,0,0,0
171,0.265625,0.703125,0.46875,0,-1.953125,0,0,0,0
172,0.3125,0.6875,0.5,-1.953125,0,0,0,0,0
173,0.328125,0.65625,0.53125,-3.90625,1.953125,0,0,0,0
174,0.328125,0.765625,0.4375,-5.859375,0,0,0,0,0
175,0.34375,0.75,0.546875,-5.859375,1.953125,0,0,0,0
176,0.328125,0.765625,0.546875,-11.71875,5.859375,-3.90625,0,0,0
177,0.296875,0.734375,0.5625,-11.71875,5.859375,-5.859375,0,0,0
178,0.296875,0.765625,0.671875,-3.90625,0,0,0,0,0
179,0.296875,0.8125,0.65625,-3.90625,0,0,0,0,0
180,0.3125,0.765625,0.6875,-3.90625,0,-1.953125,0,0,0
181,0.296875,0.734375,0.703125,-7.8125,1.953125,-1.953125,0,0,0
182,0.3125,0.671875,0.6875,-3.90625,0,0,0,0,0
183,0.28125,0.703125,0.6875,-1.953125,0,-1.953125,0,0,0
184,0.25,0.703125,0.71875,-5.859375,1.953125,-1.953125,0,0,0
185,0.265625,0.6875,0.765625,-1.953125,0,0,0,0,0
186,0.25,0.75,0.78125,0,0,0,0,0,0
187,0.28125,0.765625,0.765625,0,-1.953125,0,0,0,0
188,0.28125,0.71875,0.796875,-5.859375,1.953125,0,0,0,0
189,0.28125,0.71875,0.765625,-5.859375,0,-1.953125,0,0,0
190,0.265625,0.6875,0.71875,0,0,0,0,0,0
191,0.265625,0.671875,0.765625,0,0,0,0,0,0
192,0.265625,0.703125,0.78125,-1.953125,0,0,0,0,0
193,0.28125,0.671875,0.828125,0,0,0,0,0,0
194,0.296875,0.71875,0.875,0,0,0,0,0,0
195,0.3125,0.734375,0.890625,0,0,0,0,0,0
196,0.296875,0.75,0.90625,0,1.953125,0,0,0,0
197,0.296875,0.75,0.875,3.90625,0,0,0,0,0
198,0.296875,0.765625,0.859375,5.859375,0,0,0,0,0
199,0.28125,0.703125,0.71875,5.859375,0,1.953125,0,0,0
200,0.28125,0.671875,0.703125,7.8125,0,1.953125,0,0,0
201,0.265625,0.71875,0.65625,7.8125,0,1.953125,0,0,0
202,0.265625,0.6875,0.671875,9.765625,0,1.953125,0,0,0
203,0.28125,0.671875,0.65625,7.8125,0,1.953125,0,0,0
204,0.28125,0.65625,0.609375,11.71875,0,3.90625,0,0,0
205,0.28125,0.6875,0.546875,11.71875,-1.953125,1.953125,0,0,0
206,0.296875,0.65625,0.5625,9.765625,0,3.90625,0,0,0
207,0.296875,0.640625,0.578125,11.71875,0,3.90625,0,0,0
208,0.28125,0.578125,0.4375,1.953125,5.859375,0,0,0,0
209,0.28125,0.5625,0.484375,1.953125,5.859375,0,0,0,0
210,0.3125,0.71875,0.484375,3.90625,1.953125,3.90625,0,0,0
211,0.3125,0.78125,0.578125,1.953125,1.953125,1.953125,0,0,0
212,0.34375,0.796875,0.53125,1.953125,1.953125,1.953125,0,0,0
213,0.296875,0.8125,0.5,1.953125,0,0,0,0,0
214,0.3125,0.765625,0.578125,0,0,0,0,0,0
215,0.3125,0.796875,0.5625,1.953125,0,0,0,0,0
216,0.328125,0.78125,0.546875,0,0,0,0,0,0
217,0.328125,0.78125,0.546875,0,0,0,0,0,0
218,0.328125,0.765625,0.546875,0,0,0,0,0,0
219,0.3125,0.78125,0.515625,-1.953125,-1.953125,0,0,0,0
220,0.3125,0.703125,0.53125,0,-1.953125,0,0,0,0
221,0.296875,0.6875,0.46875,0,-3.90625,-1.953125,0,0,0
222,0.28125,0.6875,0.484375,0,0,0,0,0,0
223,0.296875,0.734375,0.453125,-3.90625,0,0,0,0,0
224,0.328125,0.6875,0.546875,-5.859375,0,-1.953125,0,0,0
225,0.359375,0.734375,0.5625,-9.765625,0,0,0,0,0
226,0.34375,0.71875,0.5625,-5.859375,0,-1.953125,0,0,0
227,0.296875,0.703125,0.59375,-7.8125,1.953125,-1.953125,0,0,0
228,0.296875,0.71875,0.5625,-5.859375,0,-1.953125,0,0,0
229,0.296875,0.734375,0.578125,-5.859375,0,-1.953125,0,0,0
230,0.296875,0.734375,0.625,-3.90625,0,0,0,0,0
231,0.328125,0.71875,0.703125,-9.765625,1.953125,-1.953125,0,0,0
232,0.328125,0.71875,0.703125,-9.765625,1.953125,0,0,0,0
233,0.296875,0.75,0.671875,-9.765625,0,-1.953125,0,0,0
234,0.3125,0.6875,0.734375,-5.859375,-1.953125,0,0,0,0
235,0.296875,0.6875,0.75,-3.90625,0,0,0,0,0
236,0.28125,0.671875,0.765625,-5.859375,0,0,0,0,0
237,0.28125,0.71875,0.765625,-1.953125,0,0,0,0,0
238,0.296875,0.703125,0.765625,-1.953125,0,0,0,0,0
239,0.296875,0.703125,0.765625,-3.90625,0,-1.953125,0,0,0
240,0.296875,0.671875,0.8125,-1.953125,0,-1.953125,0,0,0
241,0.296875,0.609375,0.765625,0,0,0,0,0,0
242,0.28125,0.625,0.75,0,0,0,0,0,0
243,0.296875,0.609375,0.78125,0,0,0,0,0,0
244,0.296875,0.65625,0.828125,0,0,0,0,0,0
245,0.328125,0.703125,0.859375,0,0,0,0,0,0
246,0.328125,0.703125,0.859375,0,0,0,0,0,0
247,0.3125,0.703125,0.890625,0,0,0,0,0,0
248,0.328125,0.75,0.9375,0,0,0,0,0,0
249,0.328125,0.734375,0.921875,0,0,0,0,0,0
250,0.328125,0.71875,0.84375,1.953125,0,0,0,0,0
251,0.296875,0.640625,0.8125,3.90625,1.953125,0,0,0,0
252,0.28125,0.65625,0.78125,3.90625,0,0,0,0,0
253,0.3125,0.65625,0.71875,3.90625,0,0,0,0,0
254,0.296875,0.640625,0.765625,5.859375,0,0,0,0,0
255,0.265625,0.71875,0.71875,3.90625,1.953125,0,0,0,0
256,0.28125,0.640625,0.734375,7.8125,3.90625,1.953125,0,0,0
257,0.28125,0.671875,0.671875,7.8125,0,3.90625,0,0,0
258,0.3125,0.65625,0.71875,9.765625,0,3.90625,0,0,0
259,0.3125,0.640625,0.6875,9.765625,0,3.90625,0,0,0
260,0.296875,0.6875,0.625,5.859375,1.953125,3.90625,0,0,0
261,0.25,0.609375,0.53125,9.765625,1.953125,3.90625,0,0,0
262,0.25,0.609375,0.53125,7.8125,1.953125,1.953125,0,0,0
263,0.28125,0.59375,0.453125,3.90625,5.859375,1.953125,0,0,0
264,0.265625,0.65625,0.421875,3.90625,3.90625,1.953125,0,0,0
265,0.28125,0.65625,0.53125,3.90625,1.953125,1.953125,0,0,0
266,0.3125,0.71875,0.515625,5.859375,0,3.90625,0,0,0
267,0.3125,0.8125,0.5,5.859375,0,1.953125,0,0,0
268,0.328125,0.828125,0.578125,1.953125,0,0,0,0,0
269,0.34375,0.78125,0.5625,0,1.953125,0,0,0,0
270,0.328125,0.75,0.46875,0,-5.859375,0,0,0,0
271,0.328125,0.640625,0.5,0,0,0,0,0,0
272,0.296875,0.703125,0.4375,0,-3.90625,-1.953125,0,0,0
273,0.296875,0.734375,0.453125,-3.90625,-1.953125,0,0,0,0
274,0.328125,0.78125,0.578125,-7.8125,0,-1.953125,0,0,0
275,0.328125,0.78125,0.578125,-7.8125,1.953125,-1.953125,0,0,0
276,0.328125,0.78125,0.59375,-9.765625,3.90625,-3.90625,0,0,0
277,0.3125,0.75,0.5625,-9.765625,1.953125,-3.90625,0,0,0
278,0.328125,0.71875,0.609375,-9.765625,1.953125,-3.90625,0,0,0
279,0.328125,0.71875,0.59375,-9.765625,0,-3.90625,0,0,0
280,0.34375,0.703125,0.625,-3.90625,0,-1.953125,0,0,0
281,0.3125,0.71875,0.65625,-1.953125,0,-1.953125,0,0,0
282,0.296875,0.71875,0.6875,-3.90625,0,-1.953125,0,0,0
283,0.296875,0.71875,0.6875,-5.859375,0,-1.953125,0,0,0
284,0.265625,0.6875,0.71875,-1.953125,0,0,0,0,0
285,0.265625,0.6875,0.71875,0,0,0,0,0,0
286,0.296875,0.734375,0.734375,0,0,0,0,0,0
287,0.25,0.703125,0.703125,0,0,0,0,0,0
288,0.265625,0.703125,0.734375,0,0,0,0,0,0
289,0.296875,0.703125,0.734375,-3.90625,0,0,0,0,0
290,0.3125,0.734375,0.734375,-1.953125,0,0,0,0,0
291,0.3125,0.703125,0.796875,-1.953125,0,0,0,0,0
292,0.28125,0.703125,0.765625,-3.90625,0,0,0,0,0
293,0.25,0.71875,0.765625,-1.953125,0,-1.953125,0,0,0
294,0.25,0.71875,0.78125,-1.953125,0,0,0,0,0
295,0.28125,0.703125,0.796875,0,0,0,0,0,0
296,0.28125,0.71875,0.78125,0,0,0,0,0,0
297,0.28125,0.71875,0.8125,0,0,0,0,0,0
298,0.296875,0.71875,0.828125,0,0,0,0,0,0
299,0.28125,0.75,0.796875,0,0,0,0,0,0
300,0.296875,0.75,0.8125,0,0,0,0,0,0
301,0.3125,0.796875,0.859375,0,0,0,0,0,0
302,0.328125,0.8125,0.875,0,0,0,0,0,0
303,0.296875,0.734375,0.78125,5.859375,0,1.953125,0,0,0
304,0.34375,0.734375,0.78125,3.90625,1.953125,1.953125,0,0,0
305,0.296875,0.71875,0.6875,1.953125,1.953125,1.953125,0,0,0
306,0.3125,0.71875,0.703125,3.90625,3.90625,1.953125,0,0,0
307,0.296875,0.734375,0.671875,5.859375,0,1.953125,0,0,0
308,0.28125,0.671875,0.6875,9.765625,0,1.953125,0,0,0
309,0.3125,0.75,0.625,7.8125,0,1.953125,0,0,0
310,0.28125,0.65625,0.5625,9.765625,1.953125,0,0,0,0
311,0.28125,0.65625,0.5625,9.765625,1.953125,0,0,0,0
312,0.25,0.59375,0.46875,3.90625,0,1.953125,0,0,0
313,0.25,0.59375,0.4375,3.90625,0,1.953125,0,0,0
314,0.265625,0.609375,0.46875,5.859375,1.953125,1.953125,0,0,0
315,0.265625,0.671875,0.453125,3.90625,0,1.953125,0,0,0
316,0.296875,0.765625,0.5625,1.953125,1.953125,1.953125,0,0,0
317,0.296875,0.765625,0.5625,0,1.953125,0,0,0,0
318,0.3125,0.78125,0.546875,3.90625,-1.953125,0,0,0,0
319,0.328125,0.78125,0.546875,3.90625,-1.953125,0,0,0,0
320,0.34375,0.78125,0.53125,1.953125,0,1.953125,0,0,0
321,0.359375,0.796875,0.5625,0,0,0,0,0,0
322,0.34375,0.796875,0.5,0,-1.953125,0,0,0,0
323,0.265625,0.671875,0.453125,0,-3.90625,-3.90625,0,0,0
324,0.265625,0.671875,0.453125,0,-3.90625,-3.90625,0,0,0
325,0.296875,0.625,0.421875,-3.90625,-5.859375,-3.90625,0,0,0
326,0.3125,0.5625,0.453125,-1.953125,0,0,0,0,0
327,0.265625,0.65625,0.46875,-1.953125,-1.953125,0,0,0,0
328,0.3125,0.640625,0.515625,-3.90625,3.90625,0,0,0,0
329,0.328125,0.703125,0.515625,-7.8125,3.90625,0,0,0,0
330,0.34375,0.75,0.5,-7.8125,1.953125,0,0,0,0
331,0.328125,0.75,0.53125,-3.90625,-1.953125,-1.953125,0,0,0
332,0.328125,0.765625,0.578125,-7.8125,0,-1.953125,0,0,0
333,0.359375,0.71875,0.6875,-9.765625,1.953125,-1.953125,0,0,0
334,0.328125,0.75,0.625,-9.765625,1.953125,-1.953125,0,0,0
335,0.359375,0.734375,0.671875,-7.8125,0,-1.953125,0,0,0
336,0.328125,0.75,0.6875,-5.859375,0,-1.953125,0,0,0
337,0.296875,0.765625,0.671875,-3.90625,0,-1.953125,0,0,0
338,0.296875,0.765625,0.71875,-3.90625,1.953125,0,0,0,0
339,0.28125,0.75,0.703125,-3.90625,1.953125,-1.953125,0,0,0
340,0.3125,0.75,0.6875,-5.859375,1.953125,0,0,0,0
341,0.25,0.6875,0.703125,0,0,-1.953125,0,0,0
342,0.265625,0.703125,0.734375,1.953125,0,0,0,0,0
343,0.28125,0.71875,0.765625,0,0,0,0,0,0
344,0.28125,0.734375,0.734375,-1.953125,1.953125,0,0,0,0
345,0.265625,0.71875,0.734375,-3.90625,0,0,0,0,0
346,0.265625,0.6875,0.75,0,0,0,0,0,0
347,0.265625,0.71875,0.765625,0,-1.953125,0,0,0,0
348,0.28125,0.734375,0.78125,0,0,0,0,0,0
349,0.28125,0.71875,0.796875,0,0,0,0,0,0
350,0.3125,0.734375,0.796875,1.953125,-1.953125,0,0,0,0
351,0.3125,0.765625,0.828125,0,0,1.953125,0,0,0
352,0.328125,0.8125,0.859375,0,0,0,0,0,0
353,0.3125,0.8125,0.84375,0,0,0,0,0,0
354,0.328125,0.78125,0.828125,1.953125,0,0,0,0,0
355,0.3125,0.796875,0.8125,5.859375,0,1.953125,0,0,0
356,0.34375,0.78125,0.8125,5.859375,0,0,0,0,0
357,0.328125,0.75,0.765625,3.90625,1.953125,1.953125,0,0,0
358,0.296875,0.734375,0.671875,5.859375,0,1.953125,0,0,0
359,0.3125,0.734375,0.671875,5.859375,0,3.90625,0,0,0
360,0.296875,0.71875,0.640625,5.859375,1.953125,1.953125,0,0,0
361,0.265625,0.65625,0.609375,7.8125,0,1.953125,0,0,0
362,0.265625,0.734375,0.546875,5.859375,0,1.953125,0,0,0
363,0.28125,0.640625,0.5625,11.71875,0,1.953125,0,0,0
364,0.265625,0.671875,0.515625,11.71875,-3.90625,3.90625,0,0,0
365,0.265625,0.59375,0.4375,5.859375,3.90625,0,0,0,0
366,0.265625,0.59375,0.4375,5.859375,1.953125,0,0,0,0
367,0.296875,0.640625,0.453125,1.953125,3.90625,1.953125,0,0,0
368,0.296875,0.75,0.46875,1.953125,3.90625,1.953125,0,0,0
369,0.328125,0.796875,0.515625,3.90625,0,0,0,0,0
370,0.328125,0.8125,0.5,1.953125,0,0,0,0,0
371,0.34375,0.828125,0.515625,0,0,0,0,0,0
372,0.328125,0.8125,0.53125,0,-1.953125,0,0,0,0
373,0.3125,0.75,0.4375,0,-7.8125,0,0,0,0
374,0.296875,0.71875,0.4375,0,-7.8125,-1.953125,0,0,0
375,0.296875,0.65625,0.421875,0,-1.953125,-1.953125,0,0,0
376,0.3125,0.71875,0.421875,-7.8125,-1.953125,-1.953125,0,0,0
377,0.28125,0.65625,0.4375,-5.859375,0,-1.953125,0,0,0
378,0.265625,0.671875,0.4375,-3.90625,0,-1.953125,0,0,0
379,0.34375,0.734375,0.453125,-7.8125,1.953125,0,0,0,0
380,0.328125,0.734375,0.484375,-7.8125,1.953125,0,0,0,0
381,0.3125,0.78125,0.5625,-9.765625,1.953125,-3.90625,0,0,0
382,0.3125,0.78125,0.5625,-11.71875,1.953125,-3.90625,0,0,0
383,0.3125,0.734375,0.59375,-9.765625,0,-3.90625,0,0,0
384,0.3125,0.703125,0.640625,-9.765625,1.953125,-3.90625,0,0,0
385,0.3125,0.6875,0.65625,-7.8125,1.953125,-1.953125,0,0,0
386,0.28125,0.75,0.640625,-5.859375,1.953125,0,0,0,0
387,0.265625,0.765625,0.625,-3.90625,-1.953125,0,0,0,0
388,0.265625,0.734375,0.703125,-1.953125,0,0,0,0,0
389,0.3125,0.765625,0.6875,-1.953125,0,0,0,0,0
390,0.296875,0.75,0.71875,-1.953125,0,0,0,0,0
391,0.296875,0.75,0.703125,-7.8125,1.953125,0,0,0,0
392,0.265625,0.75,0.671875,-7.8125,0,0,0,0,0
393,0.265625,0.671875,0.734375,-5.859375,1.953125,0,0,0,0
394,0.28125,0.703125,0.703125,0,0,0,0,0,0
395,0.28125,0.71875,0.765625,0,0,0,0,0,0
396,0.296875,0.734375,0.78125,-3.90625,1.953125,0,0,0,0
397,0.3125,0.734375,0.734375,-3.90625,1.953125,0,0,0,0
398,0.296875,0.703125,0.765625,0,0,0,0,0,0
399,0.296875,0.703125,0.78125,0,0,0,0,0,0
400,0.296875,0.71875,0.78125,0,0,0,0,0,0
401,0.328125,0.75,0.796875,0,0,0,0,0,0
402,0.34375,0.8125,0.859375,0,0,0,0,0,0
403,0.328125,0.796875,0.890625,0,0,0,0,0,0
